apt_code,name,type,road_addr,local1,local2,local3,local4,gene_type,apt_gene,apt_const,apt_area,apt_parking,x,y,car_road,train_n,bus_n,admin,medical,culture,eschool_n,kinder_n,d_center_n,edu_n,bank,mart,convin,cluster
A12289401,뉴신사신성,아파트,서울특별시 은평구 은평터널로 163,서울,은평구,신사동,356번지,분양,167,신성건설,14098.0,137.0,126.9062236,37.5935011,2.0,0.0,9.0,4.0,6.0,2.0,3.0,4.0,18.0,16.0,0.0,1.0,3.0,2
A13986701,중계성원2차,아파트,서울특별시 노원구 덕릉로89길 8,서울,노원구,중계동,서울특별시 노원구 중계4동 581번지,분양,167,(주)성원,12477.0,127.0,127.0752242,37.6611671,1.0,1.0,6.0,5.0,21.0,1.0,5.0,8.0,31.0,34.0,4.0,0.0,2.0,6
A13202302,방학극동아파트,아파트,서울특별시 도봉구 시루봉로11길 25-5,서울,도봉구,방학동,730번지,분양,167,극동건설,14184.0,139.0,127.0268136,37.6645017,0.0,0.0,3.0,4.0,2.0,3.0,4.0,4.0,22.0,17.0,2.0,0.0,2.0,2
A14206301,번동동문아파트,아파트,서울특별시 강북구 오현로 128,서울,강북구,번동,,분양,167,동문건설,14137.0,200.0,127.0382004,37.6239797,0.0,0.0,13.0,4.0,1.0,2.0,3.0,2.0,11.0,11.0,1.0,2.0,0.0,2
A13509101,삼성청구타운,아파트,서울특별시 강남구 영동대로128길 5,서울,강남구,삼성동,78-4,분양,167,청구,14193.0,0.0,127.0583783,37.5197827,3.0,1.0,5.0,4.0,6.0,3.0,1.0,1.0,7.0,11.0,14.0,5.0,0.0,3
A15004101,당산신동아파밀리에,아파트,서울특별시 영등포구 영신로33길 3,서울,영등포구,당산동1가,457 (우;150-041),분양,167,신동아건설,10789.0,171.0,126.9003963,37.519805,5.0,0.0,6.0,5.0,32.0,2.0,3.0,3.0,12.0,11.0,13.0,8.0,7.0,0
A13704101,반포삼호가든맨션5차,아파트,서울특별시 서초구 서초중앙로 242,서울,서초구,반포동,30-1,분양,168,삼호,23009.0,252.0,127.0115013,37.5039415,6.0,2.0,7.0,4.0,18.0,0.0,3.0,3.0,17.0,209.0,11.0,4.0,0.0,0
A13384301,한양현대아파트,아파트,서울특별시 성동구 상원1길 17,서울,성동구,성수동1가,"(성수동1가, 한양현대아파트)",분양,168,현대건설(주),12404.0,168.0,127.0479977,37.5455297,2.0,2.0,6.0,6.0,11.0,2.0,2.0,3.0,8.0,18.0,12.0,0.0,7.0,0
A15783701,등촌임광,아파트,서울특별시 강서구 등촌로 113,서울,강서구,등촌동,562-5,분양,168,임광토건,13844.0,193.0,126.8633551,37.5404837,2.0,0.0,6.0,6.0,6.0,4.0,3.0,5.0,24.0,14.0,1.0,1.0,7.0,6
A13790604,잠원동대우아이빌,아파트,서울특별시 서초구 신반포로45길 23,서울,서초구,잠원동,42-13번지,분양,168,(주)대우,5793.0,168.0,127.0183736,37.5113932,5.0,2.0,4.0,5.0,21.0,0.0,2.0,2.0,7.0,46.0,14.0,3.0,10.0,4
A13184502,면목성원,아파트,서울특별시 중랑구 용마산로 278,서울,중랑구,면목동,,분양,168,성원건설(주),13133.0,168.0,127.0907522,37.5774892,1.0,1.0,3.0,6.0,19.0,3.0,3.0,4.0,14.0,11.0,3.0,1.0,1.0,2
A15704003,염창월드메르디앙,아파트,서울특별시 강서구 양천로71길 38,서울,강서구,염창동,월드메르디앙아파트,분양,168,월드건설(주),13018.0,189.0,126.8727626,37.5528637,2.0,0.0,8.0,2.0,11.0,3.0,3.0,3.0,35.0,52.0,6.0,0.0,2.0,2
A13508003,대우디오빌플러스,아파트,서울특별시 강남구 강남대로84길 33,서울,강남구,역삼동,824-25,분양,168,대우건설,6701.0,0.0,127.0311179,37.4975858,3.0,2.0,5.0,4.0,52.0,1.0,2.0,2.0,9.0,91.0,41.0,0.0,14.0,4
A15809401,신월2차보람쉬움,아파트,서울특별시 양천구 오목로1길 46,서울,양천구,신월동,보람쉬움2차아파트,분양,169,보람건설(주),11777.0,171.0,126.8369039,37.5243291,3.0,0.0,3.0,6.0,12.0,2.0,2.0,5.0,35.0,36.0,2.0,3.0,4.0,6
A13610201,정릉2차대주피오레,아파트,서울특별시 성북구 아리랑로19길 86,서울,성북구,정릉동,1032,분양,169,대주건설,13437.0,180.0,127.008977,37.6018169,2.0,2.0,16.0,7.0,5.0,2.0,4.0,5.0,18.0,13.0,3.0,1.0,4.0,1
A13309101,신금호두산위브,아파트,서울특별시 성동구 행당로 27,서울,성동구,금호동1가,1818,분양,169,두산건설,14385.0,200.0,127.0223133,37.5559626,7.0,1.0,17.0,10.0,9.0,3.0,4.0,5.0,27.0,27.0,2.0,2.0,3.0,1
A15883101,신월성원,아파트,서울특별시 양천구 곰달래로2길 16,서울,양천구,신월동,222-7,분양,170,성원건설,12115.0,145.0,126.8339527,37.5282122,5.0,0.0,6.0,7.0,12.0,1.0,3.0,5.0,19.0,6.0,1.0,2.0,6.0,0
A15010301,양평우림루미아트,아파트,서울특별시 영등포구 선유로33길 23,서울,영등포구,양평동3가,102 ,분양,170,우림산업개발(주),13213.0,181.0,126.8880477,37.5265939,3.0,1.0,4.0,3.0,4.0,1.0,3.0,5.0,7.0,12.0,4.0,3.0,5.0,2
A13406002,둔촌동동아,아파트,서울특별시 강동구 동남로49길 60-5,서울,강동구,둔촌동,621,분양,170,동아건설,12632.0,185.0,127.1458735,37.5331763,1.0,0.0,4.0,5.0,18.0,4.0,3.0,5.0,18.0,30.0,7.0,0.0,1.0,2
A15784201,등촌현대1차(한마음),아파트,서울특별시 강서구 공항대로45길 24,서울,강서구,등촌동,655-27,분양,170,현대건설,14382.0,165.0,126.8553276,37.5559066,1.0,0.0,8.0,5.0,13.0,5.0,5.0,6.0,16.0,14.0,9.0,1.0,5.0,6
A15722001,마곡삼성,아파트,서울특별시 강서구 방화대로34길 113,서울,강서구,방화동,857번지,분양,170,삼성물산,12040.0,220.0,126.8221909,37.5721234,2.0,0.0,12.0,1.0,4.0,4.0,3.0,5.0,26.0,15.0,5.0,0.0,1.0,2
A15009601,문래미원아파트,아파트,서울특별시 영등포구 문래로8길 5,서울,영등포구,문래동6가,54번지,분양,170,미원건설(주),14123.0,176.0,126.8864037,37.5198906,3.0,0.0,13.0,1.0,14.0,1.0,3.0,4.0,26.0,35.0,4.0,2.0,7.0,2
A13381601,마장중앙하이츠,아파트,서울특별시 성동구 마장로 262,서울,성동구,마장동,중앙하이츠아파트,분양,170,중앙건설,12407.0,186.0,127.039119,37.5654091,1.0,4.0,6.0,8.0,11.0,3.0,2.0,7.0,7.0,12.0,10.0,2.0,5.0,4
A14005001,청암자이,아파트,서울특별시 용산구 삼개로 60,서울,용산구,청암동,,분양,170,부곡레저,34292.0,534.0,126.9467137,37.5351772,3.0,1.0,9.0,6.0,5.0,1.0,2.0,4.0,21.0,18.0,7.0,2.0,5.0,0
A15807601,목동삼성쉐르빌2차,주상복합,서울특별시 양천구 목동동로 177,서울,양천구,신정동,318-12,분양,170,삼성중공업(주),24935.0,395.0,126.8704458,37.5216391,3.0,0.0,5.0,5.0,17.0,2.0,5.0,5.0,14.0,217.0,11.0,3.0,6.0,0
A15108001,남현동한일유앤아이,아파트,서울특별시 관악구 남부순환로256라길 25,서울,관악구,남현동,1136,분양,170,한일건설,14893.0,184.0,126.9735651,37.471705,2.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,8.0,7.0,1.0,2.0,2.0,2
A13983101,상계마들,아파트,서울특별시 노원구 덕릉로70가길 101,서울,노원구,상계동,상계마들아파트,임대,170,에스에이치공사,5711.0,51.0,127.0569566,37.6416927,2.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,13.0,2.0,1.0,3.0,2.0,2
A12282201,경향파크아파트,아파트,,서울,은평구,구산동,162-1,분양,171,인황건설,16095.0,190.0,126.9059489,37.6103948,1.0,0.0,5.0,3.0,0.0,2.0,3.0,5.0,14.0,6.0,1.0,1.0,1.0,2
A15601201,신대방신동아,아파트,서울특별시 동작구 여의대방로22아길 22,서울,동작구,신대방동,,분양,171,신동아,7915.0,82.0,126.9240174,37.4965836,1.0,2.0,4.0,8.0,17.0,3.0,2.0,1.0,19.0,45.0,9.0,0.0,6.0,0
A13527002,도곡현대그린,아파트,서울특별시 강남구 논현로51길 25,서울,강남구,도곡동,964번지,분양,171,현대산업개발,14519.0,156.0,127.0397135,37.4889362,3.0,0.0,2.0,6.0,14.0,1.0,2.0,3.0,8.0,46.0,16.0,0.0,1.0,3
A13185502,묵동신안2차,아파트,서울특별시 중랑구 공릉로2나길 46,서울,중랑구,묵동,신안2차아파트,분양,171,신안종합건설(주),12566.0,175.0,127.0800228,37.6141168,1.0,1.0,8.0,4.0,18.0,2.0,3.0,4.0,26.0,16.0,3.0,1.0,2.0,2
A15805102,목동현대아이파크,아파트,서울특별시 양천구 목동로 230,서울,양천구,목동,,분양,171,현대산업개발,13819.0,197.0,126.8650035,37.528994,4.0,1.0,5.0,7.0,25.0,3.0,3.0,9.0,14.0,58.0,7.0,3.0,0.0,1
A15882201,신월수명산SK-VIEW,아파트,서울특별시 양천구 월정로 306,서울,양천구,신월동,1053 수명산 에스케이뷰 관리사무소,분양,171,sk건설(주),19723.0,296.0,126.8293478,37.5440478,5.0,0.0,1.0,3.0,1.0,3.0,2.0,5.0,21.0,29.0,1.0,3.0,4.0,2
A12185001,성사1차 풍림아파트,아파트,,서울,마포구,성산동,600번지,분양,172,풍림산업,13181.0,188.0,126.9124027,37.5685044,3.0,1.0,8.0,6.0,18.0,2.0,4.0,5.0,25.0,47.0,5.0,2.0,3.0,1
A14024001,서빙고금호베스트빌,아파트,,서울,용산구,서빙고동,,분양,172,금호건설,19459.0,304.0,126.9917568,37.5230753,6.0,1.0,5.0,3.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0,3.0,3.0,3
A15280602,신개봉삼환,아파트,서울특별시 구로구 경인로38길 13,서울,구로구,개봉동,170-30번지,분양,173,삼환기업,12354.0,167.0,126.8579501,37.4966551,3.0,1.0,11.0,7.0,17.0,4.0,4.0,6.0,24.0,28.0,7.0,4.0,4.0,1
A13812001,마천금호어울림2차,아파트,서울특별시 송파구 성내천로 314,서울,송파구,마천동,319번지,분양,173,금호건설,14980.0,210.0,127.1557137,37.4930747,0.0,1.0,6.0,5.0,5.0,2.0,1.0,2.0,10.0,12.0,0.0,1.0,2.0,2
A13183202,용마한신2차아파트,아파트,서울특별시 중랑구 사가정로71길 11,서울,중랑구,면목동,용마2차한신아파트,분양,174,한신공영,12981.0,178.0,127.0944705,37.5810758,0.0,0.0,4.0,6.0,6.0,3.0,2.0,1.0,12.0,9.0,2.0,1.0,0.0,2
A13980604,공릉대아2차,아파트,서울특별시 노원구 동일로183길 34,서울,노원구,공릉동,492-1,분양,174,대아건설,14228.0,177.0,127.0714453,37.623339,2.0,1.0,14.0,7.0,11.0,1.0,4.0,10.0,18.0,14.0,7.0,1.0,7.0,1
A13982101,상계성원,아파트,서울특별시 노원구 노원로34길 34,서울,노원구,상계동,1283,분양,174,성원건설,13896.0,183.0,127.0658841,37.6604417,1.0,0.0,8.0,6.0,20.0,1.0,7.0,9.0,37.0,55.0,5.0,1.0,7.0,5
A13486703,천호유원,아파트,서울특별시 강동구 상암로12길 24,서울,강동구,천호동,287-9,분양,174,유원건설,12103.0,159.0,127.1278651,37.5487741,4.0,1.0,8.0,8.0,20.0,2.0,5.0,4.0,26.0,25.0,3.0,2.0,9.0,1
A13183303,용마동아아파트,아파트,서울특별시 중랑구 용마산로62길 43,서울,중랑구,면목동,1499,분양,174,공영토건,14769.0,130.0,127.0944957,37.5786737,1.0,0.0,1.0,5.0,3.0,3.0,2.0,2.0,12.0,9.0,2.0,1.0,0.0,2
A13285401,브라운스톤 방학아파트,아파트,서울특별시 도봉구 도봉로146길 36,서울,도봉구,방학동,관리사무소,분양,174,이수건설,14774.0,205.0,127.045175,37.6636237,1.0,1.0,4.0,8.0,12.0,5.0,3.0,6.0,19.0,16.0,6.0,2.0,0.0,6
A15685201,신대방우성2차,아파트,서울특별시 동작구 여의대방로 8,서울,동작구,신대방동,,분양,174,우성종합건설(주),15269.0,188.0,126.9115326,37.4920816,2.0,0.0,1.0,6.0,23.0,1.0,4.0,8.0,25.0,22.0,3.0,2.0,0.0,6
A15605001,노량진삼익,주상복합,서울특별시 동작구 만양로 84,서울,동작구,노량진동,330,분양,175,주-삼익,12710.0,151.0,126.9451391,37.5109978,4.0,2.0,4.0,6.0,10.0,3.0,3.0,7.0,18.0,23.0,6.0,0.0,4.0,0
A13789002,양재신영체르니,아파트,서울특별시 서초구 논현로27길 57,서울,서초구,양재동,90,분양,175,(주)한라,6506.0,175.0,127.0413928,37.4791982,3.0,0.0,7.0,5.0,8.0,3.0,0.0,1.0,3.0,5.0,14.0,0.0,3.0,3
A11001203,평창삼성,아파트,서울특별시 종로구 평창문화로 172,서울,종로구,평창동,596,분양,176,삼성중공업(주),12752.0,170.0,126.9783329,37.6107886,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2
A15010201,양평상록수,아파트,서울특별시 영등포구 영등포로 17,서울,영등포구,양평동2가,,,176,(주)건영,8292.0,80.0,126.8835422,37.5237845,4.0,1.0,5.0,1.0,4.0,1.0,2.0,4.0,13.0,11.0,2.0,5.0,3.0,3
A14006001,신창세방리버하이빌,아파트,서울특별시 용산구 효창원로15길 16,서울,용산구,신창동,82번지,분양,176,세방건설,14446.0,196.0,126.9541123,37.5370379,2.0,0.0,6.0,7.0,6.0,1.0,2.0,8.0,31.0,27.0,8.0,4.0,3.0,6
A15720101,가양일신건영휴먼빌,아파트,서울특별시 강서구 강서로 490,서울,강서구,가양동,1496,분양,177,일신건영,14228.0,193.0,126.841903,37.5690251,2.0,1.0,9.0,2.0,6.0,3.0,2.0,4.0,15.0,9.0,2.0,1.0,0.0,2
A13790905,신반포한신14차,아파트,,서울,서초구,잠원동,74,분양,178,한신공영(주),18697.0,172.0,127.002301,37.5087932,6.0,1.0,1.0,3.0,10.0,0.0,2.0,2.0,11.0,67.0,10.0,5.0,1.0,3
A15608001,이수교스위첸,아파트,,서울,동작구,동작동,이수교KCC스위첸아파트,분양,178,케이씨씨건설,17794.0,263.0,126.9810779,37.4976599,3.0,0.0,4.0,4.0,4.0,2.0,1.0,1.0,9.0,22.0,1.0,0.0,4.0,2
A15786104,삼성하나로,아파트,서울특별시 강서구 양천로73길 5,서울,강서구,염창동,248-3,분양,178,삼성건설(주),12641.0,130.0,126.8722863,37.5515375,2.0,0.0,9.0,3.0,14.0,4.0,3.0,3.0,33.0,52.0,6.0,0.0,4.0,2
A13183701,아남리치카운티,아파트,서울특별시 중랑구 겸재로29길 27,서울,중랑구,면목동,1505,분양,178,아남건설,13793.0,191.0,127.0849955,37.5892249,0.0,1.0,8.0,10.0,24.0,3.0,3.0,6.0,14.0,15.0,5.0,3.0,4.0,1
A14319301,자양현대6차,아파트,서울특별시 광진구 자양번영로3길 66,서울,광진구,자양동,,분양,178,현대건설(주),13466.0,195.0,127.0716693,37.5328509,2.0,1.0,4.0,3.0,11.0,0.0,3.0,6.0,23.0,64.0,7.0,5.0,8.0,0
A13120704,면목금호어울림,아파트,서울특별시 중랑구 용마산로 271,서울,중랑구,면목동,중랑구면목7동1528번지 대농 어울림 아파트,분양,178,면목동 대농빌라조합,14948.0,202.0,127.0892552,37.5773348,1.0,2.0,4.0,7.0,19.0,3.0,2.0,4.0,14.0,16.0,3.0,2.0,1.0,0
A12208001,신사두산위브,아파트,서울특별시 은평구 갈현로1길 36,서울,은평구,신사동,370,분양,178,두산,14980.0,205.0,126.9057246,37.5999489,1.0,0.0,8.0,4.0,8.0,2.0,2.0,3.0,17.0,13.0,0.0,1.0,3.0,2
A15882103,목동진도2차,아파트,서울특별시 양천구 목동동로 250,서울,양천구,목동,,분양,179,(주)진도,14211.0,204.0,126.873797,37.5256697,3.0,1.0,7.0,6.0,27.0,3.0,3.0,5.0,9.0,169.0,10.0,3.0,4.0,0
A15010302,양평경남1차,아파트,서울특별시 영등포구 선유로33길 22,서울,영등포구,양평동3가,55-1,분양,179,경남기업 주식회사,12499.0,187.0,126.8885519,37.5272237,4.0,1.0,4.0,3.0,3.0,2.0,3.0,7.0,7.0,11.0,5.0,3.0,4.0,2
A15010303,양평동삼천리아파트,아파트,서울특별시 영등포구 선유서로 115,서울,영등포구,양평동3가,24번지,분양,179,삼천리,15200.0,215.0,126.8853638,37.5262329,2.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,12.0,12.0,3.0,4.0,4.0,2
A12289402,신성수정,아파트,서울특별시 은평구 은평터널로7길 2,서울,은평구,신사동,358,분양,180,(주)신성건설,12873.0,175.0,126.9063355,37.5927487,2.0,0.0,11.0,5.0,2.0,2.0,3.0,3.0,16.0,16.0,0.0,1.0,1.0,2
A13585401,개포우성5차,아파트,서울특별시 강남구 언주로29길 34,서울,강남구,도곡동,우성5차아파트,분양,180,우성건설,13489.0,180.0,127.0475885,37.4859774,2.0,1.0,4.0,5.0,7.0,2.0,1.0,1.0,1.0,20.0,14.0,0.0,1.0,3
A13780001,신반포15차아파트,아파트,,서울,서초구,반포동,12번지,분양,180,한신공영(주),28662.0,31.0,126.9936943,37.5038318,7.0,1.0,5.0,5.0,2.0,1.0,3.0,3.0,13.0,10.0,7.0,1.0,1.0,3
A15106101,봉천은천1단지,아파트,서울특별시 관악구 인헌12길 46-2,서울,관악구,봉천동,12길 46-2,분양,180,자유종합건설(주),15247.0,208.0,126.9647078,37.4714734,1.0,0.0,6.0,4.0,12.0,2.0,1.0,3.0,19.0,13.0,3.0,1.0,4.0,2
A12187901,중동계룡,아파트,서울특별시 마포구 월드컵북로38가길 20,서울,마포구,중동,391,분양,180,계룡건설,15003.0,206.0,126.905875,37.5706353,1.0,0.0,5.0,4.0,13.0,3.0,4.0,5.0,31.0,34.0,4.0,4.0,1.0,6
A15721001,마곡금호어울림,아파트,서울특별시 강서구 양천로47길 94,서울,강서구,마곡동,금호어울림아파트,분양,180,금호건설,15800.0,222.0,126.8376117,37.5746242,1.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,2
A13922001,중계청암3단지,아파트,서울특별시 노원구 덕릉로86길 70,서울,노원구,중계동,,분양,180,요진건설,15226.0,208.0,127.0797206,37.6608487,1.0,0.0,0.0,4.0,4.0,1.0,2.0,4.0,20.0,13.0,3.0,0.0,0.0,2
A14207201,래미안수유(임대),아파트,서울특별시 강북구 한천로159길 8,서울,강북구,수유동,래미안수유(임대),임대,180,삼성물산,5897.0,126.0,127.0181926,37.6447964,1.0,1.0,6.0,9.0,22.0,4.0,2.0,9.0,23.0,29.0,1.0,5.0,4.0,1
A12010101,홍은풍림1차,아파트,서울특별시 서대문구 통일로48가길 37,서울,서대문구,홍은동,440-3,분양,181,.,10817.0,150.0,126.9420732,37.5949317,2.0,0.0,9.0,5.0,9.0,3.0,3.0,4.0,14.0,17.0,3.0,1.0,4.0,2
A12182101,망원1차대림,아파트,서울특별시 마포구 망원로2길 103,서울,마포구,망원동,망원1차대림아파트,분양,181,(주)삼호,15046.0,227.0,126.90486,37.5534385,3.0,0.0,11.0,5.0,10.0,2.0,2.0,2.0,31.0,12.0,6.0,5.0,7.0,0
A13821001,송파파인타운4단지,아파트,서울특별시 송파구 새말로12길 16,서울,송파구,장지동,837번지,,181,SH공사,13480.0,200.0,127.1296412,37.4818131,2.0,1.0,6.0,1.0,10.0,3.0,2.0,5.0,36.0,39.0,4.0,2.0,1.0,2
A15882104,목동진도1차,아파트,서울특별시 양천구 목동서로 264,서울,양천구,목동,935번지,분양,182,진도종합건설(주),14323.0,212.0,126.868592,37.5244455,3.0,1.0,5.0,7.0,16.0,2.0,5.0,6.0,14.0,199.0,14.0,3.0,7.0,1
A14319003,자양현대,아파트,서울특별시 광진구 뚝섬로56길 72,서울,광진구,자양동, 뚝섬로 56길 72,분양,182,고려산업개발,15282.0,159.0,127.0824168,37.5281212,3.0,0.0,0.0,3.0,7.0,0.0,3.0,4.0,18.0,18.0,1.0,1.0,2.0,2
A14322001,중곡SK,아파트,서울특별시 광진구 용마산로 174,서울,광진구,중곡동,292,분양,182,(주)SK건설,14377.0,207.0,127.086509,37.5688712,2.0,1.0,7.0,6.0,10.0,2.0,4.0,7.0,14.0,6.0,0.0,2.0,1.0,6
A15809201,신도신월1차,아파트,서울특별시 양천구 신월로20길 33,서울,양천구,신월동,1029번지,분양,182,한성강서재건축조합,14489.0,198.0,126.8468136,37.51794,4.0,0.0,0.0,8.0,10.0,3.0,5.0,4.0,29.0,11.0,7.0,1.0,2.0,6
A15210102,오류금호어울림,아파트,서울특별시 구로구 고척로 41,서울,구로구,오류동,347번지,분양,182,금호건설,13605.0,205.0,126.8391422,37.4984546,5.0,0.0,5.0,4.0,8.0,4.0,1.0,4.0,13.0,14.0,4.0,1.0,1.0,3
A15609401,사당삼익그린뷰,아파트,서울특별시 동작구 남부순환로255길 21,서울,동작구,사당동,1150번지,분양,183,삼익건설,15337.0,216.0,126.9691308,37.4772227,1.0,1.0,0.0,9.0,14.0,2.0,2.0,5.0,11.0,15.0,3.0,2.0,3.0,0
A12180401,공덕현대,아파트,서울특별시 마포구 마포대로11길 73,서울,마포구,공덕동,370-9,분양,183,(주)현대산업개발,14233.0,130.0,126.9501318,37.5482962,0.0,1.0,4.0,9.0,11.0,3.0,4.0,6.0,28.0,31.0,16.0,4.0,7.0,1
A13204201,창동금용,아파트,서울특별시 도봉구 우이천로 200,서울,도봉구,창동,809번지,분양,183,금용종합건설주식회사,15681.0,193.0,127.0356752,37.6378476,1.0,0.0,6.0,4.0,15.0,6.0,4.0,6.0,27.0,21.0,3.0,2.0,4.0,6
A13591402,역삼금호어울림,아파트,서울특별시 강남구 도곡로7길 22,서울,강남구,역삼동,835-67번지,분양,183,금호산업(주),21796.0,0.0,127.0349001,37.4920882,3.0,0.0,3.0,6.0,12.0,1.0,2.0,3.0,8.0,42.0,20.0,0.0,8.0,3
A13184401,면목삼호,아파트,서울특별시 중랑구 용마산로 259,서울,중랑구,면목동,1513번지,분양,183,(주)삼호,14913.0,168.0,127.088375,37.5763667,1.0,1.0,5.0,6.0,14.0,3.0,2.0,5.0,14.0,15.0,3.0,2.0,0.0,2
A15010501,양평동보아파트,아파트,서울특별시 영등포구 양평로23길 18,서울,영등포구,양평동5가,동보아파트,분양,184,동보건설,14496.0,202.0,126.8909429,37.5379791,4.0,1.0,7.0,7.0,8.0,3.0,3.0,4.0,13.0,11.0,5.0,0.0,8.0,0
A13510201,청담삼환,아파트,서울특별시 강남구 학동로77길 49,서울,강남구,청담동,서울 강남구 청담동10번지,분양,184,삼환기업(주),14943.0,216.0,127.0476322,37.5216958,3.0,0.0,4.0,3.0,24.0,3.0,2.0,4.0,8.0,39.0,16.0,3.0,4.0,3
A13786601,서초자이,아파트,서울특별시 서초구 효령로68길 81,서울,서초구,서초동,,분양,184,GS건설,24307.0,386.0,127.0202181,37.4848719,5.0,1.0,7.0,5.0,18.0,1.0,1.0,0.0,9.0,21.0,13.0,0.0,2.0,3
A13487102,천호현대타워,주상복합,서울특별시 강동구 천호대로 1095,서울,강동구,천호동,천호현대아이파크,분양,185,현대산업개발,14946.0,193.0,127.1346427,37.5364504,1.0,2.0,6.0,11.0,39.0,4.0,1.0,5.0,14.0,13.0,12.0,4.0,19.0,4
A14376501,한솔리베르,아파트,서울특별시 광진구 뚝섬로56가길 28,서울,광진구,자양동,672번지,분양,185,한솔,14888.0,203.0,127.084689,37.5281456,3.0,0.0,0.0,3.0,6.0,0.0,3.0,4.0,23.0,17.0,1.0,1.0,1.0,2
